,0
עַרְבִית,ערבית
רְשׁוּת,רשות
דְּחוֹבָה,דחובה
מְסַיַּע,מסייע
אֵיזֶהוּ,איזהו
הַבָּא,הבא
הַסּוֹמֵךְ,הסומך
גְּאֻלָּה,גאולה
לִתְפִלָּה,לתפילה
תְּפִלּוֹת,תפילות
בָּאֶמְצַע,באמצע
תִּקְּנוּם,תיקנום
בְּמַאי,במאי
מִפַּלְּגִי,מפלגי
סְבָרָא,סברא
מְעַלַּיְתָא,מעלייתא
הָוְיָא,הויא
וּשְׁנֵיהֶם,ושניהם
מִקְרָא,מקרא
דָּרְשׁוּ,דרשו
מַקִּישׁ,מקיש
שְׁכִיבָה,שכיבה
לְקִימָה,לקימה
קִּימָה,קימה
אַף,אף
סָמוּךְ,סמוך
לְמִטָּתוֹ,למיטתו
מֵתִיב,מתיב
דְּרָבִנָא,דרבינא
בָּעֵי,בעי
לִסְמֹךְ,לסמוך
סָמֵךְ,סמיך
לְמֵימַר,למימר
הַשְׁכִּיבֵנוּ,השכיבנו
דְּתַקִּינוּ,דתקינו
רַבָּנַן,רבנן
כִּגְאֻלָּה,כגאולה
אֲרִיכְתָּא,אריכתא
דָּמְיָא,דמיא
דְּאַי,דאי
שַׁחֲרִית,שחרית
הֵיכִי,היכי
מָצֵי,מצי
סָמִיךְ,סמיך
בַּתְּחִלָּה,בתחילה
שְׂפָתַי,שפתיי
תִּפְתָּח,תפתח
וְלִבְסוֹף,ולבסוף
יִהְיוּ,יהיו
לְרָצוֹן,לרצון
אִמְרֵי,אמרי
פִי,פי
הָתָם,התם
כִּתְפִלָּה,כתפלה
אֶלְעָזָר,אלעזר
אֲבִינָא,אבינא
הָאוֹמֵר,האומר
תְּהִלָּה,תהילה
שֶׁהוּא,שהוא
טַעְמָא,טעמא
אִלֵּימָא,אילימא
דְּאָתְיָא,דאתיא
נֵימָא,נימא
תְמִימֵי,תמימי
דָרֶךְ,דרך
בִּתְמָנְיָא,בתמניא
אַפִּין,אפין
דְּאִית,דאית
בֵּהּ,ביה
פּוֹתֵחַ,פותח
יָדֶךָ,ידך
הַלֵּל,הלל
נֹתֵן,נותן
לֶחֶם,לחם
לְכׇל,לכל
בָּשָׂר,בשר
תַּרְתֵּי,תרתי
נֶאֱמַר,נאמר
בְּאַשְׁרֵי,באשרי
בָּהּ,בה
מַפַּלְתָּן,מפלתן
שׂוֹנְאֵי,שונאי
נָפְלָה,נפלה
תוֹסִיף,תוסיף
קוּם,קום
בְּתוּלַת,בתולת
מְתָרְצִי,מתרצי
תּוֹסִיף,תוסיף
לִנְפֹּל,לנפול
נַחְמָן,נחמן
אֲפִלּוּ,אפילו
חָזַר,חזר
וּסְמָכָן,וסמכן
בְּרוּחַ,ברוח
הַקֹּדֶשׁ,הקודש
סוֹמֵךְ,סומך
הַנֹּפְלִים,הנופלים
גָּדוֹל,גדול
שֶּׁנֶּאֱמַר,שנאמר
בְּמִיכָאֵל,במיכאל
יוֹתֵר,יותר
מִמַּה,ממה
בְּגַבְרִיאֵל,בגבריאל
דְּאִילּוּ,דאילו
וַיָּעָף,ויעף
אֵלַי,אלי
הַשְּׂרָפִים,השרפים
וְאִלּוּ,ואלו
גַּבַּי,גבי
גַּבְרִיאֵל,גבריאל
וְהָאִישׁ,והאיש
רָאִיתִי,ראיתי
בֶחָזוֹן,בחזון
מֻעָף,מועף
בִּיעָף,ביעף
וְגוֹ',וגו'
מַשְׁמַע,משמע
מִיכָאֵל,מיכאל
אַתְיָא,אתיא
הַשָּׂרִים,השרים
הָרִאשֹׁנִים,הראשונים
לְעָזְרֵנִי,לעוזרני
בְּאַחַת,באחת
בִּשְׁתַּיִם,בשתיים
בְּאַרְבַּע,בארבע
וּמַלְאַךְ,ומלאך
הַמָּוֶת,המוות
בִּשְׁמֹנֶה,בשמונה
וּבִשְׁעַת,ובשעת
הַמַּגֵּפָה,המגפה
בְּאֶחָת,באחת
שֶׁקָּרָא,שקרא
מִצְוָה,מצוה
לִקְרוֹתוֹ,לקרותו
מִטָּתוֹ,מיטתו
רִגְזוּ,רגזו
וְאַל,ואל
תֶּחֱטָאוּ,תחטאו
אִמְרוּ,אמרו
בִלְבַבְכֶם,בלבבכם
מִשְׁכַּבְכֶם,משכבכם
וְדֹמּוּ,ודומו
סֶלָה,סלה
תַּלְמִיד,תלמיד
חָכָם,חכם
צָרִיךְ,צריך
אַבָּיֵי,אביי
מִבְּעֵי,מיבעי
פְּסוּקָא,פסוקא
דְרַחֲמֵי,דרחמי
כְּגוֹן,כגון
בְּיָדְךָ,בידך
אַפְקִיד,אפקיד
רוּחִי,רוחי
פָּדִיתָה,פדיתה
אוֹתִי,אותי
אֵל,אל
אֱמֶת,אמת
חָמָא,חמא
לָקִישׁ,לקיש
יַרְגִּיז,ירגיז
יֵצֶר,יצר
הָרַע,הרע
נִצְּחוֹ,נצחו
מוּטָב,מוטב
יַעֲסֹק,יעסוק
יִקְרָא,יקרא
יִזְכּוֹר,יזכור
הַמִּיתָה,המיתה
וְאֶתְּנָה,ואתנה
לֻחֹת,לוחות
הָאֶבֶן,האבן
וְהַתּוֹרָה,והתורה
וְהַמִּצְוָה,והמצוה
כָּתַבְתִּי,כתבתי
לְהוֹרֹתָם,להורותם
עֲשֶׂרֶת,עשרת
הַדִּבְּרוֹת,הדיברות
מִשְׁנָה,משנה
נְבִיאִים,נביאים
וּכְתוּבִים,וכתובים
לְהוֹרוֹתָם,להורותם
מְלַמֵּד,מלמד
שֶׁכֻּלָּם,שכולם
נִתְּנוּ,ניתנו
לְמֹשֶׁה,למשה
מִסִּינַי,מסיניי
כׇּל,כל
הַקּוֹרֵא,הקורא
כְּאִלּוּ,כאילו
אוֹחֵז,אוחז
חֶרֶב,חרב
פִּיּוֹת,פייות
בְּיָדוֹ,בידו
רוֹמְמוֹת,רוממות
בִּגְרוֹנָם,בגרונם
וְחֶרֶב,וחרב
פִּיפִיּוֹת,פיפיות
בְּיָדָם,בידם
זוּטְרָא,זוטרא
וְאִתֵּימָא,ואיתימא
מֵרֵישָׁא,מרישא
דְעִנְיָנָא,דענינא
יַעְלְזוּ,יעלזו
חֲסִידִים,חסידים
בְּכָבוֹד,בכבוד
יְרַנְּנוּ,ירננו
מִשְׁכְּבוֹתָם,משכבותם
בָּתְרֵהּ,בתריה
בְּדֵלִין,בדילין
הֵימֶנּוּ,הימנו
רֶשֶׁף,רשף
יַגְבִּיהוּ,יגביהו
עוּף,עוף
הֲתָעִיף,התעיף
עֵינֶיךָ,עיניך
וְאֵינֶנּוּ,ואיננו
מְזֵי,מזי
רָעָב,רעב
וּלְחֻמֵי,ולחומי
וְקֶטֶב,וקטב
מְרִירִי,מרירי
הָעוֹסֵק,העוסק
יִסּוּרִין,יסורין
תִּינוֹקוֹת,תינוקות
בֵּית,בית
יוֹדְעִין,יודעין
וַיֹּאמֶר,ויאמר
שָׁמוֹעַ,שמוע
תִּשְׁמַע,תשמע
לְקוֹל,לקול
אֱלֹהֶיךָ,אלהיך
וְהַיָּשָׁר,והישר
בְּעֵינָיו,בעיניו
תַּעֲשֶׂה,תעשה
וְהַאֲזַנְתָּ,והאזנת
לְמִצְוֹתָיו,למצותיו
וְשָׁמַרְתָּ,ושמרת
חֻקָּיו,חקיו
הַמַּחֲלָה,המחלה
שַׂמְתִּי,שמתי
בְמִצְרַיִם,במצרים
אָשִׂים,אשים
רֹפְאֶךָ,רופאך
שֶׁאֶפְשָׁר,שאפשר
לַעֲסֹק,לעסוק
וְאֵינוֹ,ואינו
מֵבִיא,מביא
מְכֹעָרִין,מכוערין
וְעוֹכְרִין,ועוכרין
נֶאֱלַמְתִּי,נאלמתי
דוּמִיָּה,דומיה
הֶחֱשֵׁיתִי,החשיתי
מִטּוֹב,מטוב
וּכְאֵבִי,וכאבי
נֶעְכָּר,נעכר
לֶקַח,לקח
נָתַתִּי,נתתי
לָכֶם,לכם
תּוֹרָתִי,תורתי
אַל,אל
תַּעֲזֹבוּ,תעזובו
פָּפָּא,פפא
בֹּא,בוא
וּרְאֵה,וראה
כְּמִדַּת,כמידת
מִדַּת,מידת
וָדָם,ודם
מוֹכֵר,מוכר
חֵפֶץ,חפץ
לַחֲבֵרוֹ,לחבירו
עָצֵב,עצב
וְלוֹקֵחַ,ולוקח
שָׂמֵחַ,שמח
אֵינוֹ,אינו
כֵּן,כן
נָתַן,נתן
וְשָׂמַח,ושמח
חִסְדָּא,חסדא
רוֹאֶה,רואה
שֶׁיִּסּוּרִין,שיסורין
בָּאִין,באין
יְפַשְׁפֵּשׁ,יפשפש
בְּמַעֲשָׂיו,במעשיו
נַחְפְּשָׂה,נחפשה
דְרָכֵינוּ,דרכינו
וְנַחְקֹרָה,ונחקורה
וְנָשׁוּבָה,ונשובה
פִּשְׁפֵּשׁ,פשפש
מָצָא,מצא
יִתְלֶה,יתלה
בְּבִטּוּל,בביטול
הַגֶּבֶר,הגבר
תְּיַסְּרֶנּוּ,תיסרנו
יָּהּ,יה
וּמִתּוֹרָתְךָ,ומתורתך
תְלַמְּדֶנּוּ,תלמדנו
תָּלָה,תלה
בְּיָדוּעַ,בידוע
אַהֲבָה,אהבה
יֶאֱהַב,יאהב
יוֹכִיחַ,יוכיח
סְחוֹרָה,סחורה
הוּנָא,הונא
חָפַץ,חפץ
מְדַכְּאוֹ,מדכאו
בְּיִסּוּרִין,ביסורין
וַה',וה'
חָפֵץ,חפץ
דַּכְּאוֹ,דכאו
הֶחֱלִי,החלי
יָכוֹל,יכול
קִבְּלָם,קבלם
מֵאַהֲבָה,מאהבה
תַּלְמוּד,תלמוד
תָּשִׂים,תשים
אָשָׁם,אשם
נַפְשׁוֹ,נפשו
לְדַעַת,לדעת
שְּׂכָרוֹ,שכרו
יִרְאֶה,יראה
זֶרַע,זרע
יַאֲרִיךְ,יאריך
יָמִים,ימים
שֶׁתַּלְמוּדוֹ,שתלמודו
מִתְקַיֵּם,מתקיים
וְחֵפֶץ,וחפץ
יִצְלָח,יצלח
בָּהֶן,בהן
בִּטּוּל,ביטול
וְחַד,וחד
בָּרוּךְ,ברוך
אֱלֹהִים,אלהים
הֵסִיר,הסיר
וְחַסְדּוֹ,וחסדו
מֵאִתִּי,מאתי
חִיָּא,חייא
וָאֵלּוּ,ואלו
הֵן,הן
תִּקְרֵי,תקרי
תְּלַמְּדֵנוּ,תלמדנו
דָּבָר,דבר
מִתּוֹרָתְךָ,מתורתך
מִשֵּׁן,משן
וָעַיִן,ועין
שֵּׁן,שן
שֶׁהֵן,שהן
מֵאֲבָרָיו,מאבריו
עֶבֶד,עבד
לְחֵרוּת,לחירות
שֶׁמְּמָרְקִין,שממרקין
גּוּפוֹ,גופו
כַּמָּה,כמה
וְכַמָּה,וכמה
וְהַיְנוּ,והיינו
בְּרִית,ברית
וְנֶאֱמַר,ונאמר
תַשְׁבִּית,תשבית
מֶלַח,מלח
אֵלֶּה,אלה
דִבְרֵי,דברי
הַבְּרִית,הברית
הָאָמוּר,האמור
מְמַתֶּקֶת,ממתקת
הַבָּשָׂר,הבשר
מְמָרְקִין,ממרקין
עֲוֹנֹתָיו,עונותיו
תַּנְיָא,תניא
יוֹחַאי,יוחאי
מַתָּנוֹת,מתנות
טוֹבוֹת,טובות
הַקָּדוֹשׁ,הקדוש
וְכֻלָּן,וכולן
נְתָנָן,נתנן
וְאֶרֶץ,וארץ
וְהָעוֹלָם,והעולם
מִנַּיִן,מנין
אֶרֶץ,ארץ
יְיַסֵּר,ייסר
בְּנוֹ,בנו
מְיַסְּרֶךָּ,מיסרך
מְבִיאֲךָ,מביאך
אֶל,אל
טוֹבָה,טובה
נֵר,נר
וְתוֹרָה,ותורה
אוֹר,אור
וְדֶרֶךְ,ודרך
תּוֹכְחוֹת,תוכחות
מוּסָר,מוסר
קַמֵּהּ,קמיה
בְּתוֹרָה,בתורה
וּבִגְמִילוּת,ובגמילות
חֲסָדִים,חסדים
וְקוֹבֵר,וקובר
מוֹחֲלִין,מוחלין
בִּשְׁלָמָא,בשלמא
וּגְמִילוּת,וגמילות
בְּחֶסֶד,בחסד
וֶאֱמֶת,ואמת
יְכֻפַּר,יכופר
עָוֹן,עוון
חֶסֶד,חסד
גְּמִילוּת,גמילות
רֹדֵף,רודף
צְדָקָה,צדקה
וָחָסֶד,וחסד
יִמְצָא,ימצא
וְכָבוֹד,וכבוד
קְנֵה,קנה
תִּמְכֹּר,תמכור
קוֹבֵר,קובר
תְּנָא,תנא
הַהוּא,ההוא
סָבָא,סבא
אָתְיָא,אתיא
וּמְשַׁלֵּם,ומשלם
עֲוֹן,עון
אָבוֹת,אבות
חֵיק,חיק
בְּנֵיהֶם,בניהם
נְגָעִים,נגעים
וּבָנִים,ובנים
אֵינָן,אינן
וּנְגָעִים,ונגעים
וְהָתַנְיָא,והתניא
מֵאַרְבָּעָה,מארבעה
מַרְאוֹת,מראות
הַלָּלוּ,הללו
מִזְבַּח,מזבח
כַּפָּרָה,כפרה
בְּצִנְעָא,בצינעא
בְּפַרְהֶסְיָא,בפרהסיא
דָמֵי,דמי
דַּהֲווֹ,דהוו
וּמֵתוּ,ומתו
דֵּין,דין
גַּרְמָא,גרמא
דַּעֲשִׂירָאָה,דעשיראה
בִּיר,ביר
הֲווֹ,הוו
כְּלָל,כלל
חֲלַשׁ,חלש
לְגַבֵּהּ,לגביה
חֲבִיבִין,חביבין
שְׂכָרָן,שכרן
הַב,הב
יְדָךְ,ידך
יְהַב,יהב
יְדֵהּ,ידיה
וְאוֹקְמֵהּ,ואוקמיה
אַמַּאי,אמאי
לוֹקִים,לוקים
חָבוּשׁ,חבוש
מַתִּיר,מתיר
עַצְמוֹ,עצמו
הָאֲסוּרִים,האסורים
חֲזָא,חזא
דַּהֲוָה,דהוה
גָּנֵי,גני
בְּבֵית,בבית
גַּלְיֵהּ,גלייה
לִדְרָעֵהּ,לדרעיה
וּנְפַל,ונפל
נְהוֹרָא,נהורא
חַזְיֵהּ,חזייה
בָּכֵי,בכי
בָּכֵית,בכית
אַפֵּשְׁתְּ,אפשת
שָׁנִינוּ,שנינו
הַמַּרְבֶּה,המרבה
וְאֶחָד,ואחד
הַמַּמְעִיט,הממעיט
וּבִלְבַד,ובלבד
שֶׁיְּכַוֵּן,שיכוין
לִבּוֹ,ליבו
לַשָּׁמַיִם,לשמיים
מְזוֹנֵי,מזוני
זוֹכֶה,זוכה
לִשְׁתֵּי,לשתי
שֻׁלְחָנוֹת,שולחנות
לְהַאי,להאי
שֻׁפְרָא,שופרא
דְּבָלֵי,דבלי
בְּעַפְרָא,בעפרא
בָּכֵינָא,בכינא
דָּא,דא
וּבְכוֹ,ובכו
תַּרְוַיְהוּ,תרוייהו
אַדְּהָכִי,אדהכי
תְּקִיפוּ,תקיפו
מְאָה,מאה
דַּנֵּי,דני
דְחַמְרָא,דחמרא
אֲחוּהּ,אחוה
סַלָּא,סלא
וְרַבָּנַן,ורבנן
וַאֲמַרוּ,ואמרו
לְעַיֵּן,לעיין
בְּמִילֵהּ,במיליה
וּמִי,ומי
חֲשִׁידְנָא,חשידנא
בְּעֵינַיְכוּ,בעינייכו
אֲמַרוּ,אמרו
חֲשִׁיד,חשיד
דְּעָבֵיד,דעביד
דִּינָא,דינא
בְּלָא,בלא
מַאן,מאן
דִּשְׁמִעַ,דשמע
עֲלַי,עלי
יָהֵיב,יהיב
שְׁבִישָׁא,שבישא
לַאֲרִיסֵהּ,לאריסיה
שָׁבֵיק,שביק
מִדֵּי,מדי
מִנֵּהּ,מיניה
גָנֵיב,גניב
כֻּלֵּהּ,כוליה
בָּתַר,בתר
גַּנָּבָא,גנובא
גְּנֹב,גנוב
וְטַעְמָא,וטעמא
טְעֵם,טעים
קַבֵּלְנָא,קבילנא
דְּיָהֵבְנָא,דיהיבנא
הֲדַר,הדר
חַלָּא,חלא
וַהֲוָה,והוה
חַמְרָא,חמרא
אִיַּקַּר,אייקר
וְאִזְדְּבַן,ואיזדבן
בִּדְמֵי,בדמי
בִּנְיָמִין,בנימין
שְׁנֵי,שני
דְבָרִים,דברים
מִצְטַעֵר,מצטער
יָמַי,ימיי
שֶׁתְּהֵא,שתהא
מִטָּתִי,מיטתי
נְתוּנָה,נתונה
צָפוֹן,צפון
לְדָרוֹם,לדרום
מַמָּשׁ,ממש
וְהָאָמַר,והאמר
לַמִּתְפַּלֵּל,למתפלל
חוֹצֵץ,חוצץ
בֵּינוֹ,בינו
הַקִּיר,הקיר
וַיַּסֵּב,ויסב
חִזְקִיָּהוּ,חזקיהו
פָּנָיו,פניו
וַיִּתְפַּלֵּל,ויתפלל
לְמִטָּתִי,למטתי
לַדָּרוֹם,לדרום
בְּרַבִּי,ברבי
הַנּוֹתֵן,הנותן
הָוְיִין,הויין
בָּנִים,בנים
זְכָרִים,זכרים
וּצְפוּנְךָ,וצפונך
תְּמַלֵּא,תמלא
בִטְנָם,בטנם
יִשְׂבְּעוּ,ישבעו
בָנִים,בנים
אִשְׁתּוֹ,אשתו
מַפֶּלֶת,מפלת
נְפָלִים,נפלים
בִּטְנָם,בטנם
וַיִּמְלְאוּ,וימלאו
יָמֶיהָ,ימיה
לָלֶדֶת,ללדת
תוֹמִם,תומים
בְּבִטְנָהּ,בבטנה
שְׁנַיִם,שניים
שֶׁנִּכְנְסוּ,שנכנסו
וְקָדַם,וקדם
מֵהֶם,מהם
הִמְתִּין,המתין
חֲבֵרוֹ,חבירו
טוֹרְפִין,טורפין
תְּפִלָּתוֹ,תפילתו
בְּפָנָיו,בפניו
טֹרֵף,טורף
בְּאַפּוֹ,באפו
הַלְמַעַנְךָ,הלמענך
תֵּעָזַב,תעזב
אָרֶץ,ארץ
שֶׁגּוֹרֵם,שגורם
לַשְּׁכִינָה,לשכינה
שֶׁתִּסְתַּלֵּק,שתסתלק
מִיִּשְׂרָאֵל,מישראל
וְיֶעְתַּק,ויעתק
צוּר,צור
מִמְקֹמוֹ,ממקומו
יְלָדְךָ,ילדך
תֶּשִׁי,תשי
לַבְּרָכוֹת,לברכות
לוּא,לוא
הִקְשַׁבְתָּ,הקשבת
לְמִצְוֹתָי,למצותי
כַנָּהָר,כנהר
שְׁלוֹמֶךָ,שלומך
וְצִדְקָתְךָ,וצדקתך
כְּגַלֵּי,כגלי
הַיָּם,הים
כַחוֹל,כחול
זַרְעֶךָ,זרעך
וְצֶאֱצָאֵי,וצאצאי
מֵעֶיךָ,מעיך
אִלְמָלֵי,אילמלי
נִתְּנָה,ניתנה
לָעַיִן,לעין
בְּרִיָּה,בריה
יְכוֹלָה,יכולה
אִינְהוּ,אינהו
נְפִישִׁי,נפישי
מִנַּן,מינן
וְקָיְמִי,וקיימי
עֲלַן,עלן
כִּסְלָא,כסלא
לְאֻגְיָא,לאוגיא
כֹּל,כול
אַלְפָא,אלפא
מִשְּׂמָאלֵהּ,משמאליה
וּרְבַבְתָּא,ורבבתא
מִיַּמִּינֵהּ,מימיניה
דֻּחְקָא,דוחקא
דְּהָוֵי,דהוי
בְּכַלָּה,בכלה
הָנֵי,הני
בִּרְכֵי,ברכי
דְּשָׁלְהִי,דשלהי
מָאנֵי,מאני
דְּרַבָּנַן,דרבנן
דְּבָלוּ,דבלו
מֵחֻפְיָא,מחופיא
דִידְהוּ,דידהו
כַּרְעֵי,כרעי
דִּמְנַקְּפָן,דמנקפן
דְּבָעֵי,דבעי
לְמִידַּע,למידע
לַיְתֵי,ליתי
קִטְמָא,קיטמא
נְהִילָא,נהילא
וְנַהְדַּר,ונהדר
אַפֻּרְיֵהּ,אפורייה
וּבְצַפְרָא,ובצפרא
חָזֵי,חזי
דְתַרְנְגוֹלָא,דתרנגולא
לְמֶחֱזִינְהוּ,למחזינהו
שִׁלְיְתָא,שלייתא
דְּשֻׁנָּרְתָּא,דשונרתא
אֻכַּמְתָּא,אוכמתא
בֻּכְרְתָא,בוכרתא
וְלִקְלְיֵהּ,וליקלייה
בְּנוּרָא,בנורא
וְלִשְׁחֲקֵהּ,ולשחקיה
וְלִמְלֵי,ולימלי
עֵינֵהּ,עיניה
וְחָזֵי,וחזי
וְלִשְׁדְּיֵהּ,ולשדייה
בְּגֻבְתָּא,בגובתא
דְּפַרְזְלָא,דפרזלא
בְּגֻשְׁפַּנְקָא,בגושפנקא
גָּנְבִי,גנבי
וְלַחְתֹּם,ולחתום
פֻּמֵּהּ,פומיה
לִתַּזַּק,ליתזק
בִּיבִי,ביבי
עֲבַד,עביד
וְאִתַּזַּק,ואתזק
בְּעוֹ,בעו
רַחֲמֵי,רחמי
עֲלֵהּ,עליה
וְאִתַּסִּי,ואיתסי
נִשְׁמַעַת,נשמעת
לִשְׁמֹעַ,לשמוע
הָרִנָּה,הרנה
וְאֶל,ואל
הַתְּפִלָּה,התפילה
בִּמְקוֹם,במקום
רִנָּה,רינה
שָׁם,שם
תְּהֵא,תהא
רָבִין,רבין
מָצוּי,מצוי
נִצָּב,ניצב
בַּעֲדַת,בעדת
וּמִנַּיִן,ומנין
לַעֲשָׂרָה,לעשרה
שֶׁשְּׁכִינָה,ששכינה
עִמָּהֶם,עימהם
לִשְׁלֹשָׁה,לשלשה
שֶׁיּוֹשְׁבִין,שיושבין
בַּדִּין,בדין
בְּקֶרֶב,בקרב
יִשְׁפֹּט,ישפוט
לִשְׁנַיִם,לשניים
וְעוֹסְקִין,ועוסקין
אָז,אזי
נִדְבְּרוּ,נדברו
יִרְאֵי,יראי
רֵעֵהוּ,רעהו
וַיַּקְשֵׁב,ויקשב
וּלְחֹשְׁבֵי,ולחושבי
חָשַׁב,חשב
לַעֲשׂוֹת,לעשות
וְנֶאֱנַס,ונאנס
